;0;0
повыдёргивавшему;16;6
вознаграждённому;16;11
вскарабкивающемуся;18;6
расшевеливающемуся;18;7
запечатлевающемуся;18;11
закукарекавшего;15;8
задребезжавшего;15;10
вскарабкиваетесь;16;6
расшевеливаетесь;16;7
запечатлеваетесь;16;11
вскарабкиваешься;16;6
расшевеливаешься;16;7
запечатлеваешься;16;11
закукарекавшему;15;8
задребезжавшему;15;10
повыдёргивавших;15;6
вознаграждённых;15;11
вскарабкивалась;15;6
расшевеливалась;15;7
запечатлевалась;15;11
повыдёргивавшую;15;6
вознаграждённую;15;11
вскарабкиваться;15;6
расшевеливаться;15;7
вознаграждённая;15;11
задребезжавшею;14;10
вознаграждению;14;11
задребезжавшая;14;10
вознаграждения;14;11
вознаграждено;13;13
запечатлевается;15;11
запечатлевающаяся;17;11
задребезжавшую;14;10
вознаграждены;13;13
запечатлеваться;15;11
задребезжал;11;10
задребезжало;12;10
автогенез;9;1,8
антреприз;9;8
недогадлива;11;6
повыдёргивало;13;6
изготавливавшаяся;17;6
расшевеливавшаяся;17;7
закукарекало;12;8
закукарекает;12;8
повыдёргиваю;12;6
вскарабкивающаяся;17;6
расшевеливающаяся;17;7
вскарабкиваюсь;14;6
расшевеливаюсь;14;7
запечатлеваюсь;14;11
закукарекавшую;14;8
подребезжавшую;14;10
вскарабкивался;14;6
расшевеливался;14;7
закукарекавшая;14;8
подребезжавшая;14;10
запечатлевался;14;11
повыдёргивает;13;6
повыдёргивать;13;6
закукарекаешь;13;8
недогадливая;12;6
закукарекай;11;8
закукарекал;11;8
подребезжал;11;10
выгребщикам;11;2
праведникам;11;3
грамм-силам;11;3,8
объездчикам;11;4
бахчевникам;11;5
волосатикам;11;6
белошвейкам;11;7
белоказакам;11;8
ангельские;10;1
агрофизике;10;1,6
автопоилке;10;1,7
автогенезе;10;1,8
банковские;10;2
поаистовее;10;3
аккордовее;10;4
поагаровее;10;5
покакаовее;10;6
побордовее;10;7
побомбовее;10;9
бундовски;9;2
деаэрации;9;2,6
бензобаки;9;2,7
брызгалки;9;3
влагоёмки;9;3,6
взгорбили;9;4
воеводски;9;5
бесправии;9;6
блефовали;9;7
брадобреи;9;8
биржевики;9;9
бундовские;10;2
чекодателе;10;2,6
втузовские;10;3
влагоёмкие;10;3,6
грамм-силе;10;3,8
ирландские;10;4
борщовнике;10;5
автоматике;10;6
поалычовее;10;7
автомобиле;10;8
бунтовские;10;9
автокружке;10;10
дубль-диеза;11;2,9
непредубеждён;13;12
непредубеждённа;15;12
обеззараживание;15;8
обеззараживании;15;8
обеззараживаний;15;8
непредубеждённо;15;12
дубль-диезе;11;2,9
камер-лакее;11;2,10
позамёрзлее;11;6
побезглазее;11;8
дубль-диез;10;2,9
златоглазика;12;8
златоглазикам;13;8
златоглазиками;14;8
антикатализатора;16;1,12
антикатализаторов;17;1,12
адвербиализировавшегося;23;12
адвербиализировавшийся;22;12
депалатализации;15;2,12
депалатализаций;15;2,12
непредубеждённого;17;12
антикатализаторе;16;1,12
непредубеждённое;16;12
поантирелигиознее;17;3,13
депалатализацией;16;2,12
непредубеждённы;15;12
непредубеждённый;16;12
обеззараживанием;16;8
непредубеждённым;16;12
непредубеждённых;16;12
депалатализацию;15;2,12
обеззараживанию;15;8
депалатализациям;16;2,12
обеззараживаниям;16;8
депалатализациях;16;2,12
обеззараживаниях;16;8
камер-лакеев;12;2,10
параганглиев;12;6
златоглазике;12;8
златоглазики;12;8
адвербиализирующегося;21;12
адвербиализирующийся;20;12
адвербиализируетесь;19;12
депалатализациями;17;2,12
обеззараживаниями;17;8
непредубеждёнными;17;12
поантирелигиозней;17;3,13
непредубеждённому;17;12
златоглазиках;13;8
депалатализациею;16;2,12
непредубеждённую;16;12
непредубеждённая;16;12
депалатализация;15;2,12
обеззараживания;15;8
автокефалией;12;1,8
акрокефалией;12;8
анэнцефалией;12;10
авиамоделизм;12;1,10
дубль-диезам;12;2,9
камер-лакеем;12;2,10
параганглием;12;6
автомобилизм;12;10
авиамоделизма;13;1,10
автомобилизма;13;10
макиавеллизмам;14;10
автомобилизмами;15;10
автокатализов;13;1,8
макиавеллизме;13;10
дубль-диезами;13;2,9
макиавеллевска;14;7
макиавеллизмов;14;10
обеззаразившее;14;8
обеззаразивший;14;8
обеззаразившим;14;8
макиавеллизмом;14;10
макиавеллевского;16;7
макиавеллевское;15;7
обеззаразившими;15;8
макиавеллевский;15;7
макиавеллевским;15;7
макиавеллевскими;16;7
макиавеллевскому;16;7
